scientific_name,count,common_name,avg_height
Fraxinus pennsylvanica,1558,Green ash,139.65
Malus,1263,Crabapple,42.76
Acer saccharinum,1202,Silver maple,153.6
Acer saccharum,1088,Sugar maple,90.81
Acer platanoides,712,Norway maple,98.24
Celtis occidentalis,703,Common hackberry,93.91
Quercus macrocarpa,657,Bur oak,74.74
Pinus strobus,553,Eastern white pine,103.26
Quercus rubra,539,Northern red oak,99.08
Picea,496,Spruce,67.36
