scientific_name,count,common_name,avg_height
Pinus ponderosa,1924,Ponderosa pine,81.24
Fraxinus pennsylvanica,1844,Green ash,139.65
Acer saccharinum,952,Silver maple,153.6
Picea pungens,888,Blue spruce,89.09
Ulmus pumila,841,Siberian elm,124.75
Ulmus americana,686,American elm,104.33
Gleditsia triacanthos,559,Honeylocust,89.98
Populus,526,Cottonwood,133.54
Acer platanoides,495,Norway maple,98.24
Pinus edulis,397,Pinyon pine,86.94
