scientific_name,count,common_name,avg_height
Carya illinoinensis,916,Pecan,105.62
Ulmus crassifolia,831,Cedar elm,80.87
Quercus virginiana,790,Live oak,92.69
Lagerstroemia indica,609,Crape myrtle,48.6
Quercus fusiformis,590,Escarpment live oak,108.61
Quercus shumardii,485,Shumard oak,85.02
Ulmus americana,232,American elm,104.33
Taxodium distichum,164,Bald cypress,76.78
Celtis laevigata,163,Sugarberry,69.7
Fraxinus texensis,112,Texas ash,55.22
