scientific_name,count,common_name,avg_height
Sabal palmetto,6632,Cabbage palm,77.85
Quercus virginiana,5727,Live oak,92.69
Pinus elliottii,3298,Slash pine,130.64
Taxodium distichum,1724,Bald cypress,76.78
Quercus laurifolia,903,Laurel oak,121.46
Syagrus romanzoffianum,817,Queen palm,56.4
Roystonea regia,743,Florida royal palm,76.4
Ilex cassine,622,Dahoon holly,47.38
Wodyetia bifurcata,533,Foxtail palm,43.96
Juniperus silicicola,514,Southern red cedar,nan
