scientific_name,count,common_name,avg_height
Fraxinus pennsylvanica,25736,Green ash,139.65
Gleditsia triacanthos,24178,Honeylocust,89.98
Tilia cordata,12961,Littleleaf linden,105.47
Acer saccharinum,12735,Silver maple,153.6
Fraxinus americana,11922,White ash,106.68
Ulmus pumila,10671,Siberian elm,124.75
Acer freemanii,9780,Freeman maple,83.6
Malus sylvestris,9240,Flowering crabapple,39.71
Celtis occidentalis,9060,Common hackberry,93.91
Acer platanoides,7945,Norway maple,98.24
