scientific_name,count,common_name,avg_height
Acer platanoides,3715,Norway maple,98.24
Acer rubrum,3422,Red maple,85.73
Platanus acerifolia,3238,London planetree,121.26
Pyrus calleryana,2969,Callery pear,81.55
Tilia cordata,2413,Littleleaf linden,105.47
Gleditsia triacanthos,2120,Honeylocust,89.98
Quercus palustris,1672,Pin oak,104.89
Malus,1311,Crabapple,42.76
Ginkgo biloba,1218,Ginkgo,86.88
Quercus rubra,978,Northern red oak,99.08
