scientific_name,count,common_name,avg_height
Quercus,468,Deciduous oak,87.38
Sequoia sempervirens,203,Coast redwood,165.74
Abies,155,Fir,144.97
Acer,139,Maple,73.48
Platanus acerifolia,87,London planetree,121.26
Pyrus,68,Pear,60.86
Pinus,24,Pine,89.32
Prunus,22,Cherry,46.73
Celtis occidentalis,17,Common hackberry,93.91
Cedrus,9,Cedar,107.97
