scientific_name,count,common_name,avg_height
Platanus acerifolia,3788,London planetree,121.26
Liquidambar styraciflua,3312,American sweetgum,120.45
Prunus L.,2930,Kwanzan flowering cherry,nan
Pyrus calleryana,2683,Callery pear,81.55
Fraxinus,2161,Ash,105.99
Lagerstroemia indica,1953,Crape myrtle,48.6
Pyrus kawakamii,1427,Evergreen pear,70.94
Magnolia grandiflora,1375,Southern magnolia,79.13
Pistacia chinensis,1150,Chinese pistache,77.06
Acer L.,971,Miyabe (acer miaybei) maple,45.93
