scientific_name,count,common_name,avg_height
Prunus,25635,Cherry,46.73
Acer platanoides,19209,Norway maple,98.24
Acer rubrum,15475,Red maple,85.73
Pyrus,11700,Pear,60.86
Acer,10635,Maple,73.48
Fraxinus,9293,Ash,105.99
Cornus,8667,Dogwood,27.34
Quercus,7281,Deciduous oak,87.38
Malus,6779,Crabapple,42.76
Betula,6338,Birch,0.0
