scientific_name,count,common_name,avg_height
Juniperus virginiana,711,Eastern red cedar,75.64
Lagerstroemia indica,689,Crape myrtle,48.6
Quercus stellata,584,Post oak,115.92
Pistacia chinensis,567,Chinese pistache,77.06
Ulmus parvifolia,455,Chinese elm,100.72
Pinus nigra,453,Austrian pine,71.9
Quercus shumardii,383,Shumard oak,85.02
Taxodium distichum,377,Bald cypress,76.78
Ulmus pumila,327,Siberian elm,124.75
Quercus marilandica,323,Blackjack  oak,108.69
