scientific_name,count,common_name,avg_height
Cedrus deodara,749,Deodar cedar,118.56
Pistacia chinensis,713,Chinese pistache,77.06
Quercus lobata,588,California white oak,90.34
Ulmus parvifolia,444,Chinese elm,100.72
Quercus coccinea,397,Scarlet oak,92.75
Ginkgo biloba,331,Ginkgo,86.88
Platanus acerifolia,294,London planetree,121.26
Pinus pinea,238,Italian stone pine,100.75
Quercus virginiana,232,Live oak,92.69
Pinus halepensis,209,Aleppo pine,96.91
