scientific_name,count,common_name,avg_height
Quercus virginiana,5682,Live oak,92.69
Quercus geminata,3839,Sand live oak,122.68
Lagerstroemia indica,2907,Crape myrtle,48.6
Sabal palmetto,1406,Cabbage palm,77.85
Pinus elliottii,1299,Slash pine,130.64
Quercus laurifolia,1280,Laurel oak,121.46
Washingtonia robusta,1059,Mexican fan palm,145.3
Prunus caroliniana,857,Carolina laurel cherry,56.46
Callistemon viminalis,556,Weeping bottle brush,44.62
Taxodium distichum,498,Bald cypress,76.78
