scientific_name,count,common_name,avg_height
Platanus acerifolia,87014,London planetree,121.26
Gleditsia triacanthos,64264,Honeylocust,89.98
Pyrus calleryana,58931,Callery pear,81.55
Quercus palustris,53185,Pin oak,104.89
Acer platanoides,40112,Norway maple,98.24
Tilia cordata,29742,Littleleaf linden,105.47
Prunus,29279,Cherry,46.73
Zelkova serrata,29258,Japanese zelkova,103.08
Ginkgo biloba,21024,Ginkgo,86.88
Styphnolobium japonicum,19338,Sophora,89.61
