scientific_name,count,common_name,avg_height
Acer platanoides,13265,Norway maple,98.24
Tilia cordata,9156,Littleleaf linden,105.47
Acer saccharinum,4725,Silver maple,153.6
Malus,2731,Crabapple,42.76
Acer rubrum,2601,Red maple,85.73
Syringa reticulata,2373,Japanese tree lilac,37.17
Acer campestre,2370,Hedge maple,54.07
Gleditsia triacanthos,2347,Honeylocust,89.98
Platanus acerifolia,1897,London planetree,121.26
Ulmus carpinifolia,1677,Christine buisman elm,149.28
