scientific_name,count,common_name,avg_height
Lagerstroemia,713,Common crapemyrtle,9.37
Quercus phellos,523,Willow oak,76.56
Carya illinoinensis,437,Pecan,105.62
Ulmus,405,Elm,61.25
Celtis occidentalis,295,Common hackberry,93.91
Cornus florida,248,Flowering dogwood,35.63
Acer saccharum,238,Sugar maple,90.81
Morus,222,Mulberry,54.68
Acer rubrum,221,Red maple,85.73
Juglans nigra,220,Black walnut,127.85
