scientific_name,count,common_name,avg_height
Gleditsia triacanthos,6307,Honeylocust,89.98
Tilia cordata,3329,Littleleaf linden,105.47
Platanus acerifolia,2970,London planetree,121.26
Fraxinus pennsylvanica,2499,Green ash,139.65
Quercus rubra,2178,Northern red oak,99.08
Acer rubrum,1996,Red maple,85.73
Zelkova serrata,1581,Japanese zelkova,103.08
Acer saccharum,1545,Sugar maple,90.81
Acer campestre,1497,Hedge maple,54.07
Acer saccharinum,1013,Silver maple,153.6
