scientific_name,count,common_name,avg_height
Acer platanoides,20433,Norway maple,98.24
Gleditsia triacanthos,5805,Honeylocust,89.98
Acer rubrum,4523,Red maple,85.73
Acer saccharum,3954,Sugar maple,90.81
Tilia cordata,3033,Littleleaf linden,105.47
Platanus occidentalis,2977,American sycamore,120.89
Acer saccharinum,2554,Silver maple,153.6
Fraxinus pennsylvanica,2057,Green ash,139.65
Pyrus calleryana,1662,Callery pear,81.55
Quercus alba,1419,White oak,138.6
