scientific_name,count,common_name,avg_height
Platanus acerifolia,281,London planetree,121.26
Zelkova serrata,166,Japanese zelkova,103.08
Quercus phellos,154,Willow oak,76.56
Liquidambar styraciflua,131,American sweetgum,120.45
Ulmus parvifolia,120,Chinese elm,100.72
Prunus yedoensis,99,Yoshino cherry,32.11
Ginkgo biloba,89,Ginkgo,86.88
Ulmus pumila,84,Siberian elm,124.75
Betula nigra,81,River birch,70.27
Quercus shumardii,77,Shumard oak,85.02
