scientific_name,count,common_name,avg_height
Ulmus pumila,216,Siberian elm,124.75
Platanus acerifolia,186,London planetree,121.26
Gleditsia triacanthos,159,Honeylocust,89.98
Pinus nigra,149,Austrian pine,71.9
Fraxinus,148,Ash,105.99
Malus,127,Crabapple,42.76
Ulmus,107,Elm,61.25
Ulmus parvifolia,82,Chinese elm,100.72
Quercus buckleyi,73,Texas red oak,75.08
Chilopsis linearis,63,Desert willow,48.52
