scientific_name,count,common_name,avg_height
Fraxinus pennsylvanica,3425,Green ash,139.65
Acer platanoides,2905,Norway maple,98.24
Gleditsia triacanthos,2778,Honeylocust,89.98
Acer saccharum,1878,Sugar maple,90.81
Celtis occidentalis,1487,Common hackberry,93.91
Quercus rubra,1459,Northern red oak,99.08
Fraxinus americana,1412,White ash,106.68
Malus tschonoskii,1383,Crabapple,nan
Tilia americana,1122,American linden,94.31
Crataegus,995,Hawthorn,36.82
