scientific_name,count,common_name,avg_height
Quercus virginiana,1238,Live oak,92.69
Ulmus crassifolia,844,Cedar elm,80.87
Quercus shumardii,761,Shumard oak,85.02
Taxodium distichum,691,Bald cypress,76.78
Lagerstroemia indica,497,Crape myrtle,48.6
Pistacia chinensis,427,Chinese pistache,77.06
Ulmus parvifolia,290,Chinese elm,100.72
Liquidambar styraciflua,287,American sweetgum,120.45
Magnolia grandiflora,159,Southern magnolia,79.13
Pyrus calleryana,152,Callery pear,81.55
