scientific_name,count,common_name,avg_height
Acer saccharum,227,Sugar maple,90.81
Quercus phellos,171,Willow oak,76.56
Lagerstroemia indica,161,Crape myrtle,48.6
Acer rubrum,148,Red maple,85.73
Quercus palustris,133,Pin oak,104.89
Zelkova serrata,129,Japanese zelkova,103.08
Ulmus alata,79,Winged elm,67.65
Fraxinus pennsylvanica,53,Green ash,139.65
Pyrus calleryana,46,Callery pear,81.55
Acer campestre,45,Hedge maple,54.07
